Timestamp,Humidity
2024/10/05 11:26:59,43.78103660276764
2024/10/05 11:27:00,54.38600873431044
2024/10/05 11:27:01,63.699396283285374
2024/10/05 11:27:02,56.92497904723582
2024/10/05 11:27:03,63.97007200707983
2024/10/05 11:27:04,52.679457378129854
2024/10/05 11:27:05,67.8920527713547
2024/10/05 11:27:06,59.457217562007315
2024/10/05 11:27:07,59.57464321254169
2024/10/05 11:27:08,60.43054399943479
2024/10/05 11:31:29,44.229727227568624
2024/10/05 11:31:30,45.52975874178885
2024/10/05 11:31:31,57.14943055074456
2024/10/05 11:31:32,64.92072910551505
2024/10/05 11:31:33,41.344593026583006
2024/10/05 11:31:34,45.920281170504566
2024/10/05 11:31:35,51.31684335325572
2024/10/05 11:31:36,69.20065193676089
2024/10/05 11:31:37,65.36725351967137
2024/10/05 11:31:38,55.26646697585012
2024/10/05 11:31:39,62.15510084301213
2024/10/05 11:31:40,66.35445142576353
2024/10/05 11:31:41,42.63153759775502
2024/10/05 11:31:42,59.21467762024288
2024/10/05 11:31:43,45.0021884204417
2024/10/05 11:31:44,68.17936052066922
2024/10/05 11:31:45,51.409588112544306
2024/10/05 11:31:46,46.762421911250094
2024/10/05 11:31:47,63.169428314719546
2024/10/05 11:31:48,65.2891606553275
2024/10/05 11:31:49,63.89341466365879
2024/10/05 11:31:50,40.135773842740235
2024/10/05 11:31:51,48.07943568348769
2024/10/05 11:31:53,44.721200348255074
2024/10/05 11:31:54,52.75158593045346
2024/10/05 11:31:55,51.53399381672434
2024/10/05 11:31:56,65.20197928172054
2024/10/05 11:31:57,69.60616775620716
2024/10/05 11:31:58,49.93330762954946
2024/10/05 11:31:59,67.32019426670269
2024/10/05 11:32:00,40.57901795591396
2024/10/05 11:32:01,55.338357048030275
2024/10/05 11:32:02,52.093954258219185
2024/10/05 11:32:03,58.151360421031896
2024/10/05 11:32:04,65.83852998548647
2024/10/05 11:32:05,44.27974201063767
2024/10/05 11:32:06,47.38159875464249
2024/10/05 11:32:07,58.24230525007859
2024/10/05 11:32:08,58.292705059836024
2024/10/05 11:32:09,50.65002486782255
2024/10/05 11:32:10,44.172600308562295
2024/10/05 11:32:11,59.199750124633034
2024/10/05 11:32:12,48.57410647711376
2024/10/05 11:32:13,51.77987704282823
2024/10/05 11:32:14,51.237474776224865
2024/10/05 11:32:15,42.56440720375765
2024/10/05 11:32:16,46.8326245790096
2024/10/05 11:32:17,43.88658232320494
2024/10/05 11:32:18,46.66760388588985
2024/10/05 11:33:18,65.68567116660277
2024/10/05 11:33:19,65.23779701590527
2024/10/05 11:33:20,57.11872801310279
2024/10/05 11:33:21,42.90259939206392
2024/10/05 11:33:22,43.707874992456695
2024/10/05 11:33:23,48.64620033402708
2024/10/05 11:33:24,50.442824217686535
2024/10/05 11:33:25,55.664854779977816
2024/10/05 11:33:26,62.91921015550567
2024/10/05 11:33:27,48.30197229853956
2024/10/05 11:33:28,57.460721232417924
2024/10/05 11:33:29,46.96836270713348
2024/10/05 11:33:31,66.37846987610571
2024/10/05 11:33:32,57.7668595115846
2024/10/05 11:33:33,66.24140342730554
2024/10/05 11:33:34,48.843996867523366
2024/10/05 11:33:35,67.72061413994555
2024/10/05 11:33:36,57.305543296870454
2024/10/05 11:33:37,66.703514668939
2024/10/05 11:33:38,58.43182092144117
2024/10/05 11:33:39,46.76285953232337
2024/10/05 11:33:40,62.159740307487226
2024/10/05 11:33:41,42.70223958184883
2024/10/05 11:33:42,62.88639161389665
2024/10/05 11:33:43,48.383085922620374
2024/10/05 11:33:44,68.18386430796637
2024/10/05 11:33:45,60.694362713952955
2024/10/05 11:33:46,66.81558395641835
2024/10/05 11:33:47,57.736625575178905
2024/10/05 11:33:48,69.26779256397933
2024/10/05 11:37:26,53.572839230656605
2024/10/05 11:37:27,58.068689622463666
2024/10/05 11:37:28,62.77766433819332
2024/10/05 11:37:29,67.79300272083377
2024/10/05 11:37:30,68.96939693114817
2024/10/05 11:37:31,52.85197458954005
2024/10/05 11:37:33,50.353722889100155
2024/10/05 11:37:34,64.68845030675708
2024/10/05 11:37:35,63.65329285437333
2024/10/05 11:37:36,49.50350950828543
2024/10/05 11:37:37,53.00858693940386
2024/10/05 11:37:38,67.7017679592465
2024/10/05 11:37:39,60.698080655276236
2024/10/05 11:37:40,61.06172734056433
2024/10/05 11:37:41,55.486323629592924
