Timestamp,Soil Moisture
2024/10/05 11:26:59,59.070081846701285
2024/10/05 11:27:00,33.19504562273226
2024/10/05 11:27:01,56.8672970826161
2024/10/05 11:27:02,37.69664941002655
2024/10/05 11:27:03,51.12366817000394
2024/10/05 11:27:04,59.690238073517364
2024/10/05 11:27:05,53.99343517324853
2024/10/05 11:27:06,55.13986406856698
2024/10/05 11:27:07,35.579790777021756
2024/10/05 11:27:08,28.71176600738968
2024/10/05 11:31:29,57.93218797254265
2024/10/05 11:31:30,53.18992132396571
2024/10/05 11:31:31,53.049141676172766
2024/10/05 11:31:32,21.41099493872135
2024/10/05 11:31:33,33.6777938180993
2024/10/05 11:31:34,59.251786357545406
2024/10/05 11:31:35,25.665829770405708
2024/10/05 11:31:36,27.392240692705823
2024/10/05 11:31:37,24.33818776876443
2024/10/05 11:31:38,54.21975737557743
2024/10/05 11:31:39,32.25160490981255
2024/10/05 11:31:40,45.130725991342565
2024/10/05 11:31:41,43.82402135674447
2024/10/05 11:31:42,53.025858177108695
2024/10/05 11:31:43,26.00744989537167
2024/10/05 11:31:44,50.08416995823285
2024/10/05 11:31:45,36.7858674072841
2024/10/05 11:31:46,23.523132695205366
2024/10/05 11:31:47,49.210164117950406
2024/10/05 11:31:48,56.853132387510705
2024/10/05 11:31:49,32.712975503998024
2024/10/05 11:31:50,28.97312673400026
2024/10/05 11:31:51,26.468656193917806
2024/10/05 11:31:53,26.975935826239056
2024/10/05 11:31:54,56.98184500371511
2024/10/05 11:31:55,42.720122482228184
2024/10/05 11:31:56,27.63023320314634
2024/10/05 11:31:57,36.141269678814204
2024/10/05 11:31:58,31.625056938171742
2024/10/05 11:31:59,30.448387843639402
2024/10/05 11:32:00,27.175539155009737
2024/10/05 11:32:01,50.90655901446955
2024/10/05 11:32:02,59.975562517894055
2024/10/05 11:32:03,29.37327484774662
2024/10/05 11:32:04,27.567889716868375
2024/10/05 11:32:05,59.04847721415067
2024/10/05 11:32:06,54.358535088071214
2024/10/05 11:32:07,40.95625603242492
2024/10/05 11:32:08,32.439331657565916
2024/10/05 11:32:09,51.70685719829617
2024/10/05 11:32:10,27.97143387529333
2024/10/05 11:32:11,47.71044845245303
2024/10/05 11:32:12,37.18993603585588
2024/10/05 11:32:13,27.855306536919496
2024/10/05 11:32:14,32.44062023959151
2024/10/05 11:32:15,32.121759040548326
2024/10/05 11:32:16,21.552869625547512
2024/10/05 11:32:17,36.335336718238125
2024/10/05 11:32:18,21.132091762335566
2024/10/05 11:33:18,33.25802172280499
2024/10/05 11:33:19,20.958818196952883
2024/10/05 11:33:20,37.19937929129702
2024/10/05 11:33:21,49.99827780601315
2024/10/05 11:33:22,21.31278303358721
2024/10/05 11:33:23,46.286040819589374
2024/10/05 11:33:24,33.587345746833606
2024/10/05 11:33:25,53.324212417142206
2024/10/05 11:33:26,57.10875868434579
2024/10/05 11:33:27,32.36736416801865
2024/10/05 11:33:28,36.66017693811434
2024/10/05 11:33:29,31.277003185279057
2024/10/05 11:33:31,53.871251778753845
2024/10/05 11:33:32,53.64309376378819
2024/10/05 11:33:33,39.60153949984074
2024/10/05 11:33:34,20.269642000226757
2024/10/05 11:33:35,26.736524342038983
2024/10/05 11:33:36,35.72141744121388
2024/10/05 11:33:37,32.92032099511759
2024/10/05 11:33:38,23.357420844608892
2024/10/05 11:33:39,42.57049497059235
2024/10/05 11:33:40,51.675006727769706
2024/10/05 11:33:41,56.22888746998784
2024/10/05 11:33:42,34.56474403085466
2024/10/05 11:33:43,48.71509393970599
2024/10/05 11:33:44,37.20042755980387
2024/10/05 11:33:45,43.67052838169239
2024/10/05 11:33:47,47.6395412248714
2024/10/05 11:33:48,54.32269410658374
2024/10/05 11:37:26,52.66803969589983
2024/10/05 11:37:27,42.54119149909139
2024/10/05 11:37:28,25.947823395579533
2024/10/05 11:37:29,42.59838993520221
2024/10/05 11:37:30,29.87548349189296
2024/10/05 11:37:31,37.41073492971944
2024/10/05 11:37:33,30.83749938786703
2024/10/05 11:37:34,53.074960526295726
2024/10/05 11:37:35,46.61925983204394
2024/10/05 11:37:36,30.798647178025398
2024/10/05 11:37:37,27.728487738920506
2024/10/05 11:37:38,30.270412730011877
2024/10/05 11:37:39,47.20225344544403
2024/10/05 11:37:40,59.24153703287759
2024/10/05 11:37:41,23.865764653469785
